267.377675358429,	0.4296783191
268.514537798103,	0.5037446172
269.64725950044,	0.6000302721
270.780441284704,	0.6938471095
271.912702905115,	0.7926015818
272.4802139611,	0.8345723657
273.617996564626,	0.903701029
274.759919905488,	0.9506103354
275.909204557169,	0.9580185632
276.482236596268,	0.970363538
277.631521247949,	0.9777717658
278.781265981557,	0.9827111761
279.930550633238,	0.9901194039
280.505423000042,	0.992589109
281.655627815576,	0.9950597019
282.805372549183,	0.9999991123
283.380704997913,	1
284.532290059225,	0.9950641406
285.683875120538,	0.9901282813
286.83546018185,	0.9851924219
287.41079263058,	0.9851933097
288.564678101524,	0.9679133632
289.719943818246,	0.9432269645
290.881650681935,	0.8839771219
291.461123868001,	0.8617586529
292.618229912428,	0.8271969845
293.775335956855,	0.7926353161
294.931981919355,	0.7605424651
295.510074859643,	0.7457304484
296.66580065829,	0.7185752322
297.821986538866,	0.6889511987
298.400079479153,	0.6741391819
299.5558052778,	0.6469839658
300.711991158376,	0.6173599322
301.867716957024,	0.5902047161
302.445809897311,	0.5753926993
303.601995777886,	0.5457686658
304.757721576534,	0.5186134496
305.913907457109,	0.4889894161
306.492000397396,	0.4741773993
307.648186277969,	0.4445533658
308.804372158545,	0.4149293322
309.382005016906,	0.4025861329
310.538650979407,	0.3704932819
311.695296941906,	0.3384004309
312.851022740556,	0.3112452148
313.429115680843,	0.296433198
314.583461233712,	0.2766844341
315.737806786582,	0.2569356703
316.891692257526,	0.2396557238
317.468404952034,	0.2322501593
318.620910177199,	0.2223766651
319.773415402363,	0.2125031709
320.925920627529,	0.2026296767
321.501713158184,	0.200161747
322.65421838335,	0.1902882529
323.806723608515,	0.1804147587
324.382516139171,	0.177946829
325.535021364336,	0.1680733348
326.687066507574,	0.160668658
327.838651568887,	0.1557327987
328.413984017617,	0.1557336864
329.565569078929,	0.1507978271
330.717154140241,	0.1458619677
331.867819037701,	0.1458637432
332.443611568356,	0.1433958135
333.594276465816,	0.143397589
334.744481281351,	0.1458681819
335.895146178811,	0.1458699574
336.470018545615,	0.1483396626
337.620223361149,	0.1508102555
338.770428176682,	0.1532808484
339.921093074142,	0.1532826239
340.495965440946,	0.1557523291
341.64617025648,	0.158222922
342.796375072014,	0.1606935149
343.946119805621,	0.1656329252
344.519611926646,	0.1755090826
345.668896578327,	0.1829173104
346.818641311935,	0.1878567207
347.393053596813,	0.1927952433
348.542338248494,	0.200203471
349.691622900175,	0.2076116988
350.841367633782,	0.2125511091
351.41577991866,	0.2174896317
352.565524652268,	0.222429042
353.712968976244,	0.2397125395
354.862713709852,	0.2446519498
355.437586076656,	0.247121655
356.585950564485,	0.2594675175
357.73477513424,	0.2693445627
358.884059785921,	0.2767527905
359.458932152725,	0.2792224956
360.608216804406,	0.2866307234
361.757041374161,	0.2965077685
362.906326025843,	0.3039159963
363.48073831072,	0.3088545189
364.630022962401,	0.3162627466
365.778847532156,	0.3261397918
366.927672101912,	0.336016837
367.502544468715,	0.3384865421
368.65136903847,	0.3483635873
369.800653690152,	0.355771815
370.949938341833,	0.3631800428
371.524810708637,	0.365649748
372.674095360318,	0.3730579757
373.823840093926,	0.377997386
374.398252378803,	0.3829359086
375.547997112411,	0.3878753189
376.697281764092,	0.3952835467
377.847486579626,	0.3977541396
378.42235894643,	0.4002238448
379.572103680036,	0.4051632551
380.720928249792,	0.4150403003
381.8706729834,	0.4199797106
382.44600543213,	0.4199805983
383.596210247664,	0.4224511913
384.746415063197,	0.4249217842
385.896159796805,	0.4298611945
386.471492245535,	0.4298620822
387.621236979142,	0.4348014926
388.771441794676,	0.4372720855
389.922106692136,	0.437273861
390.49697905894,	0.4397435661
391.647183874474,	0.442214159
392.797388690007,	0.4446847519
393.947593505541,	0.4471553449
394.52292595427,	0.4471562326
395.673130769805,	0.4496268255
396.823335585338,	0.4520974184
397.398668034068,	0.4520983062
398.549332931528,	0.4521000817
399.699997828988,	0.4521018571
400.850202644522,	0.45457245
401.425535093252,	0.4545733378
402.575739908786,	0.4570439307
403.726864888172,	0.4545768888
404.877989867558,	0.4521098468
405.453322316288,	0.4521107346
406.604447295674,	0.4496436927
407.755572275061,	0.4471766507
408.907157336373,	0.4422407914
409.482489785103,	0.4422416791
410.633614764489,	0.4397746372
411.784739743875,	0.4373075953
412.935864723261,	0.4348405533
413.511657253918,	0.4323726236
414.662782233304,	0.4299055817
415.814367294615,	0.4249697224
416.390159825272,	0.4225017927
417.541744886585,	0.4175659333
418.693790029823,	0.4101612566
419.845375091135,	0.4052253972
420.421167621792,	0.4027574675
421.574132928883,	0.3904151559
422.726638154048,	0.3805416617
423.878683297286,	0.373136985
424.455395991795,	0.3657314205
425.60790121696,	0.3558579263
426.759946360198,	0.3484532495
427.912451585363,	0.3385797553
428.488704197946,	0.3336430082
429.641209423109,	0.323769514
430.794174730201,	0.3114272024
431.947600119219,	0.2966160734
432.524312813727,	0.2892105089
433.677278120817,	0.2768681972
434.830243427909,	0.2645258856
435.406956122418,	0.2571203211
436.559921429509,	0.2447780095
437.7128867366,	0.2324356979
438.866312125617,	0.2176245689
439.442104656274,	0.2151566392
440.595530045291,	0.2003455102
441.748035270456,	0.190472016
442.901000577547,	0.1781297044
443.477253190129,	0.1731929573
444.63021849722,	0.1608506456
445.782723722385,	0.1509771515
446.93522894755,	0.1411036573
447.511481560132,	0.1361669102
448.663986785296,	0.126293416
449.816031928535,	0.1188887392
450.392284541118,	0.1139519921
451.544329684356,	0.1065473153
452.696374827595,	0.0991426386
453.84888005276,	0.0892691444
454.425132665342,	0.0843323973
455.577177808581,	0.0769277205
456.72922295182,	0.0695230437
457.881268095058,	0.062118367
458.457060625714,	0.0596504373
459.609105768953,	0.0522457605
460.761610994118,	0.0423722663
461.912735973504,	0.0399052244
462.48852850416,	0.0374372947
463.639653483546,	0.0349702528
464.790778462932,	0.0325032109
465.942363524245,	0.0275673515
466.518156054901,	0.0250994218
467.669281034287,	0.0226323799
468.8208660956,	0.0176965206
469.39619854433,	0.0176974083
470.547783605642,	0.0127615489
471.698908585028,	0.010294507
472.850033564414,	0.0078274651
473.42582609507,	0.0053595354
